Country,Commodity,Attribute,Version,Unit,Year,Value
Bulgaria,Apples,"Domestic Extraction, Total",Version 4,1000 T dry matter,2000,22.779648
Bulgaria,Apples,"Domestic Extraction, Total",Version 4,1000 T dry matter,2001,10.93376
Bulgaria,Apples,"Domestic Extraction, Total",Version 4,1000 T dry matter,2002,6.762752
Bulgaria,Apples,"Domestic Extraction, Total",Version 4,1000 T dry matter,2003,9.823232
Bulgaria,Apples,"Domestic Extraction, Total",Version 4,1000 T dry matter,2004,10.084608
Bulgaria,Apples,"Domestic Extraction, Total",Version 4,1000 T dry matter,2005,6.68928
Bulgaria,Apples,"Domestic Extraction, Total",Version 4,1000 T dry matter,2006,6.739968
Bulgaria,Apples,"Domestic Extraction, Total",Version 4,1000 T dry matter,2007,6.69824
Bulgaria,Apples,"Domestic Extraction, Total",Version 4,1000 T dry matter,2008,6.016
Bulgaria,Apples,"Domestic Extraction, Total",Version 4,1000 T dry matter,2009,9.076736
Bulgaria,Apples,"Domestic Extraction, Total",Version 4,1000 T dry matter,2010,11.06816
Bulgaria,Apples,"Domestic Extraction, Total",Version 4,1000 T dry matter,2011,10.345728
Bulgaria,Apples,"Domestic Extraction, Total",Version 4,1000 T dry matter,2012,7.921152
Bulgaria,Apples,"Domestic Extraction, Total",Version 4,1000 T dry matter,2013,13.991936
Bulgaria,Apples,"Domestic Extraction, Total",Version 4,1000 T fresh matter,2000,113.89824
Bulgaria,Apples,"Domestic Extraction, Total",Version 4,1000 T fresh matter,2001,54.6688
Bulgaria,Apples,"Domestic Extraction, Total",Version 4,1000 T fresh matter,2002,33.81376
Bulgaria,Apples,"Domestic Extraction, Total",Version 4,1000 T fresh matter,2003,49.11616
Bulgaria,Apples,"Domestic Extraction, Total",Version 4,1000 T fresh matter,2004,50.42304
Bulgaria,Apples,"Domestic Extraction, Total",Version 4,1000 T fresh matter,2005,33.4464
Bulgaria,Apples,"Domestic Extraction, Total",Version 4,1000 T fresh matter,2006,33.69984
Bulgaria,Apples,"Domestic Extraction, Total",Version 4,1000 T fresh matter,2007,33.4912
Bulgaria,Apples,"Domestic Extraction, Total",Version 4,1000 T fresh matter,2008,30.08
Bulgaria,Apples,"Domestic Extraction, Total",Version 4,1000 T fresh matter,2009,45.38368
Bulgaria,Apples,"Domestic Extraction, Total",Version 4,1000 T fresh matter,2010,55.3408
Bulgaria,Apples,"Domestic Extraction, Total",Version 4,1000 T fresh matter,2011,51.72864
Bulgaria,Apples,"Domestic Extraction, Total",Version 4,1000 T fresh matter,2012,39.60576
Bulgaria,Apples,"Domestic Extraction, Total",Version 4,1000 T fresh matter,2013,69.95968
Bulgaria,Apples,Harvested Area,Version 4,1000 HA,2000,12.957
Bulgaria,Apples,Harvested Area,Version 4,1000 HA,2001,9.874
Bulgaria,Apples,Harvested Area,Version 4,1000 HA,2002,5.976
Bulgaria,Apples,Harvested Area,Version 4,1000 HA,2003,7.775
Bulgaria,Apples,Harvested Area,Version 4,1000 HA,2004,7.35
Bulgaria,Apples,Harvested Area,Version 4,1000 HA,2005,5.393
Bulgaria,Apples,Harvested Area,Version 4,1000 HA,2006,5.708
Bulgaria,Apples,Harvested Area,Version 4,1000 HA,2007,5.443
Bulgaria,Apples,Harvested Area,Version 4,1000 HA,2008,5.4
Bulgaria,Apples,Harvested Area,Version 4,1000 HA,2009,5.19
Bulgaria,Apples,Harvested Area,Version 4,1000 HA,2010,5.239
Bulgaria,Apples,Harvested Area,Version 4,1000 HA,2011,5.531
Bulgaria,Apples,Harvested Area,Version 4,1000 HA,2012,5.234
Bulgaria,Apples,Harvested Area,Version 4,1000 HA,2013,4.799
Bulgaria,Apples,Production,Version 4,1000 T cellulose dry matter,2000,1.1864400059322
Bulgaria,Apples,Production,Version 4,1000 T cellulose dry matter,2001,0.569466669514
Bulgaria,Apples,Production,Version 4,1000 T cellulose dry matter,2002,0.3522266684278
Bulgaria,Apples,Production,Version 4,1000 T cellulose dry matter,2003,0.5116266692248
Bulgaria,Apples,Production,Version 4,1000 T cellulose dry matter,2004,0.5252400026262
Bulgaria,Apples,Production,Version 4,1000 T cellulose dry matter,2005,0.348400001742
Bulgaria,Apples,Production,Version 4,1000 T cellulose dry matter,2006,0.3510400017552
Bulgaria,Apples,Production,Version 4,1000 T cellulose dry matter,2007,0.348866668411
Bulgaria,Apples,Production,Version 4,1000 T cellulose dry matter,2008,0.3133333349
Bulgaria,Apples,Production,Version 4,1000 T cellulose dry matter,2009,0.4727466690304
Bulgaria,Apples,Production,Version 4,1000 T cellulose dry matter,2010,0.576466669549
Bulgaria,Apples,Production,Version 4,1000 T cellulose dry matter,2011,0.5388400026942
Bulgaria,Apples,Production,Version 4,1000 T cellulose dry matter,2012,0.4125600020628
Bulgaria,Apples,Production,Version 4,1000 T cellulose dry matter,2013,0.7287466703104
Bulgaria,Apples,Production,Version 4,1000 T dry matter,2000,17.7966
Bulgaria,Apples,Production,Version 4,1000 T dry matter,2001,8.542
Bulgaria,Apples,Production,Version 4,1000 T dry matter,2002,5.2834
Bulgaria,Apples,Production,Version 4,1000 T dry matter,2003,7.6744
Bulgaria,Apples,Production,Version 4,1000 T dry matter,2004,7.8786
Bulgaria,Apples,Production,Version 4,1000 T dry matter,2005,5.226
Bulgaria,Apples,Production,Version 4,1000 T dry matter,2006,5.2656
Bulgaria,Apples,Production,Version 4,1000 T dry matter,2007,5.233
Bulgaria,Apples,Production,Version 4,1000 T dry matter,2008,4.7
Bulgaria,Apples,Production,Version 4,1000 T dry matter,2009,7.0912
Bulgaria,Apples,Production,Version 4,1000 T dry matter,2010,8.647
Bulgaria,Apples,Production,Version 4,1000 T dry matter,2011,8.0826
Bulgaria,Apples,Production,Version 4,1000 T dry matter,2012,6.1884
Bulgaria,Apples,Production,Version 4,1000 T dry matter,2013,10.9312
Bulgaria,Apples,Production,Version 4,1000 T fat dry matter,2000,0.355932
Bulgaria,Apples,Production,Version 4,1000 T fat dry matter,2001,0.17084
Bulgaria,Apples,Production,Version 4,1000 T fat dry matter,2002,0.105668
Bulgaria,Apples,Production,Version 4,1000 T fat dry matter,2003,0.153488
Bulgaria,Apples,Production,Version 4,1000 T fat dry matter,2004,0.157572
Bulgaria,Apples,Production,Version 4,1000 T fat dry matter,2005,0.10452
Bulgaria,Apples,Production,Version 4,1000 T fat dry matter,2006,0.105312
Bulgaria,Apples,Production,Version 4,1000 T fat dry matter,2007,0.10466
Bulgaria,Apples,Production,Version 4,1000 T fat dry matter,2008,0.094
Bulgaria,Apples,Production,Version 4,1000 T fat dry matter,2009,0.141824
Bulgaria,Apples,Production,Version 4,1000 T fat dry matter,2010,0.17294
Bulgaria,Apples,Production,Version 4,1000 T fat dry matter,2011,0.161652
Bulgaria,Apples,Production,Version 4,1000 T fat dry matter,2012,0.123768
Bulgaria,Apples,Production,Version 4,1000 T fat dry matter,2013,0.218624
Bulgaria,Apples,Production,Version 4,1000 T fresh matter,2000,88.983
Bulgaria,Apples,Production,Version 4,1000 T fresh matter,2001,42.71
Bulgaria,Apples,Production,Version 4,1000 T fresh matter,2002,26.417
Bulgaria,Apples,Production,Version 4,1000 T fresh matter,2003,38.372
Bulgaria,Apples,Production,Version 4,1000 T fresh matter,2004,39.393
Bulgaria,Apples,Production,Version 4,1000 T fresh matter,2005,26.13
Bulgaria,Apples,Production,Version 4,1000 T fresh matter,2006,26.328
Bulgaria,Apples,Production,Version 4,1000 T fresh matter,2007,26.165
Bulgaria,Apples,Production,Version 4,1000 T fresh matter,2008,23.5
Bulgaria,Apples,Production,Version 4,1000 T fresh matter,2009,35.456
Bulgaria,Apples,Production,Version 4,1000 T fresh matter,2010,43.235
Bulgaria,Apples,Production,Version 4,1000 T fresh matter,2011,40.413
Bulgaria,Apples,Production,Version 4,1000 T fresh matter,2012,30.942
Bulgaria,Apples,Production,Version 4,1000 T fresh matter,2013,54.656
Bulgaria,Apples,Production,Version 4,1000 T other components dry matter,2000,2.4618629940678
Bulgaria,Apples,Production,Version 4,1000 T other components dry matter,2001,1.181643330486
Bulgaria,Apples,Production,Version 4,1000 T other components dry matter,2002,0.7308703315722
Bulgaria,Apples,Production,Version 4,1000 T other components dry matter,2003,1.0616253307752
Bulgaria,Apples,Production,Version 4,1000 T other components dry matter,2004,1.0898729973738
Bulgaria,Apples,Production,Version 4,1000 T other components dry matter,2005,0.722929998258
Bulgaria,Apples,Production,Version 4,1000 T other components dry matter,2006,0.7284079982448
Bulgaria,Apples,Production,Version 4,1000 T other components dry matter,2007,0.723898331589
Bulgaria,Apples,Production,Version 4,1000 T other components dry matter,2008,0.6501666651
Bulgaria,Apples,Production,Version 4,1000 T other components dry matter,2009,0.9809493309696
Bulgaria,Apples,Production,Version 4,1000 T other components dry matter,2010,1.196168330451
Bulgaria,Apples,Production,Version 4,1000 T other components dry matter,2011,1.1180929973058
Bulgaria,Apples,Production,Version 4,1000 T other components dry matter,2012,0.8560619979372
Bulgaria,Apples,Production,Version 4,1000 T other components dry matter,2013,1.5121493296896
Bulgaria,Apples,Production,Version 4,1000 T protein dry matter,2000,0.4745760059322
Bulgaria,Apples,Production,Version 4,1000 T protein dry matter,2001,0.227786669514
Bulgaria,Apples,Production,Version 4,1000 T protein dry matter,2002,0.1408906684278
Bulgaria,Apples,Production,Version 4,1000 T protein dry matter,2003,0.2046506692248
Bulgaria,Apples,Production,Version 4,1000 T protein dry matter,2004,0.2100960026262
Bulgaria,Apples,Production,Version 4,1000 T protein dry matter,2005,0.139360001742
Bulgaria,Apples,Production,Version 4,1000 T protein dry matter,2006,0.1404160017552
Bulgaria,Apples,Production,Version 4,1000 T protein dry matter,2007,0.139546668411
Bulgaria,Apples,Production,Version 4,1000 T protein dry matter,2008,0.1253333349
Bulgaria,Apples,Production,Version 4,1000 T protein dry matter,2009,0.1890986690304
Bulgaria,Apples,Production,Version 4,1000 T protein dry matter,2010,0.230586669549
Bulgaria,Apples,Production,Version 4,1000 T protein dry matter,2011,0.2155360026942
Bulgaria,Apples,Production,Version 4,1000 T protein dry matter,2012,0.1650240020628
Bulgaria,Apples,Production,Version 4,1000 T protein dry matter,2013,0.2914986703104
Bulgaria,Apples,Production,Version 4,1000 T sugar and starch dry matter,2000,13.3177889940678
Bulgaria,Apples,Production,Version 4,1000 T sugar and starch dry matter,2001,6.392263330486
Bulgaria,Apples,Production,Version 4,1000 T sugar and starch dry matter,2002,3.9537443315722
Bulgaria,Apples,Production,Version 4,1000 T sugar and starch dry matter,2003,5.7430093307752
Bulgaria,Apples,Production,Version 4,1000 T sugar and starch dry matter,2004,5.8958189973738
Bulgaria,Apples,Production,Version 4,1000 T sugar and starch dry matter,2005,3.910789998258
Bulgaria,Apples,Production,Version 4,1000 T sugar and starch dry matter,2006,3.9404239982448
Bulgaria,Apples,Production,Version 4,1000 T sugar and starch dry matter,2007,3.916028331589
Bulgaria,Apples,Production,Version 4,1000 T sugar and starch dry matter,2008,3.5171666651
Bulgaria,Apples,Production,Version 4,1000 T sugar and starch dry matter,2009,5.3065813309696
Bulgaria,Apples,Production,Version 4,1000 T sugar and starch dry matter,2010,6.470838330451
Bulgaria,Apples,Production,Version 4,1000 T sugar and starch dry matter,2011,6.0484789973058
Bulgaria,Apples,Production,Version 4,1000 T sugar and starch dry matter,2012,4.6309859979372
Bulgaria,Apples,Production,Version 4,1000 T sugar and starch dry matter,2013,8.1801813296896
Bulgaria,Apples,"Residues, Non-Used",Version 4,1000 T cellulose dry matter,2000,0.298983201661016
Bulgaria,Apples,"Residues, Non-Used",Version 4,1000 T cellulose dry matter,2001,0.14350566746392
Bulgaria,Apples,"Residues, Non-Used",Version 4,1000 T cellulose dry matter,2002,0.088761467159784
Bulgaria,Apples,"Residues, Non-Used",Version 4,1000 T cellulose dry matter,2003,0.128929467382944
Bulgaria,Apples,"Residues, Non-Used",Version 4,1000 T cellulose dry matter,2004,0.132360200735336
Bulgaria,Apples,"Residues, Non-Used",Version 4,1000 T cellulose dry matter,2005,0.08779700048776
Bulgaria,Apples,"Residues, Non-Used",Version 4,1000 T cellulose dry matter,2006,0.088462200491456
Bulgaria,Apples,"Residues, Non-Used",Version 4,1000 T cellulose dry matter,2007,0.08791466715508
Bulgaria,Apples,"Residues, Non-Used",Version 4,1000 T cellulose dry matter,2008,0.078960333772
Bulgaria,Apples,"Residues, Non-Used",Version 4,1000 T cellulose dry matter,2009,0.119132067328512
Bulgaria,Apples,"Residues, Non-Used",Version 4,1000 T cellulose dry matter,2010,0.14526966747372
Bulgaria,Apples,"Residues, Non-Used",Version 4,1000 T cellulose dry matter,2011,0.135787200754376
Bulgaria,Apples,"Residues, Non-Used",Version 4,1000 T cellulose dry matter,2012,0.103964800577584
Bulgaria,Apples,"Residues, Non-Used",Version 4,1000 T cellulose dry matter,2013,0.183644067686912
Bulgaria,Apples,"Residues, Non-Used",Version 4,1000 T dry matter,2000,4.4847432
Bulgaria,Apples,"Residues, Non-Used",Version 4,1000 T dry matter,2001,2.152584
Bulgaria,Apples,"Residues, Non-Used",Version 4,1000 T dry matter,2002,1.3314168
Bulgaria,Apples,"Residues, Non-Used",Version 4,1000 T dry matter,2003,1.9339488
Bulgaria,Apples,"Residues, Non-Used",Version 4,1000 T dry matter,2004,1.9854072
Bulgaria,Apples,"Residues, Non-Used",Version 4,1000 T dry matter,2005,1.316952
Bulgaria,Apples,"Residues, Non-Used",Version 4,1000 T dry matter,2006,1.3269312
Bulgaria,Apples,"Residues, Non-Used",Version 4,1000 T dry matter,2007,1.318716
Bulgaria,Apples,"Residues, Non-Used",Version 4,1000 T dry matter,2008,1.1844
Bulgaria,Apples,"Residues, Non-Used",Version 4,1000 T dry matter,2009,1.7869824
Bulgaria,Apples,"Residues, Non-Used",Version 4,1000 T dry matter,2010,2.179044
Bulgaria,Apples,"Residues, Non-Used",Version 4,1000 T dry matter,2011,2.0368152
Bulgaria,Apples,"Residues, Non-Used",Version 4,1000 T dry matter,2012,1.5594768
Bulgaria,Apples,"Residues, Non-Used",Version 4,1000 T dry matter,2013,2.7546624
Bulgaria,Apples,"Residues, Non-Used",Version 4,1000 T fat dry matter,2000,0.08969496
Bulgaria,Apples,"Residues, Non-Used",Version 4,1000 T fat dry matter,2001,0.0430512
Bulgaria,Apples,"Residues, Non-Used",Version 4,1000 T fat dry matter,2002,0.02662804
Bulgaria,Apples,"Residues, Non-Used",Version 4,1000 T fat dry matter,2003,0.03867864
Bulgaria,Apples,"Residues, Non-Used",Version 4,1000 T fat dry matter,2004,0.03970816
Bulgaria,Apples,"Residues, Non-Used",Version 4,1000 T fat dry matter,2005,0.0263386
Bulgaria,Apples,"Residues, Non-Used",Version 4,1000 T fat dry matter,2006,0.02653836
Bulgaria,Apples,"Residues, Non-Used",Version 4,1000 T fat dry matter,2007,0.0263748
Bulgaria,Apples,"Residues, Non-Used",Version 4,1000 T fat dry matter,2008,0.023688
Bulgaria,Apples,"Residues, Non-Used",Version 4,1000 T fat dry matter,2009,0.03573972
Bulgaria,Apples,"Residues, Non-Used",Version 4,1000 T fat dry matter,2010,0.0435812
Bulgaria,Apples,"Residues, Non-Used",Version 4,1000 T fat dry matter,2011,0.04073656
Bulgaria,Apples,"Residues, Non-Used",Version 4,1000 T fat dry matter,2012,0.03118904
Bulgaria,Apples,"Residues, Non-Used",Version 4,1000 T fat dry matter,2013,0.05509372
Bulgaria,Apples,"Residues, Non-Used",Version 4,1000 T fresh matter,2000,22.423716
Bulgaria,Apples,"Residues, Non-Used",Version 4,1000 T fresh matter,2001,10.76292
Bulgaria,Apples,"Residues, Non-Used",Version 4,1000 T fresh matter,2002,6.657084
Bulgaria,Apples,"Residues, Non-Used",Version 4,1000 T fresh matter,2003,9.669744
Bulgaria,Apples,"Residues, Non-Used",Version 4,1000 T fresh matter,2004,9.927036
Bulgaria,Apples,"Residues, Non-Used",Version 4,1000 T fresh matter,2005,6.58476
Bulgaria,Apples,"Residues, Non-Used",Version 4,1000 T fresh matter,2006,6.634656
Bulgaria,Apples,"Residues, Non-Used",Version 4,1000 T fresh matter,2007,6.59358
Bulgaria,Apples,"Residues, Non-Used",Version 4,1000 T fresh matter,2008,5.922
Bulgaria,Apples,"Residues, Non-Used",Version 4,1000 T fresh matter,2009,8.934912
Bulgaria,Apples,"Residues, Non-Used",Version 4,1000 T fresh matter,2010,10.89522
Bulgaria,Apples,"Residues, Non-Used",Version 4,1000 T fresh matter,2011,10.184076
Bulgaria,Apples,"Residues, Non-Used",Version 4,1000 T fresh matter,2012,7.797384
Bulgaria,Apples,"Residues, Non-Used",Version 4,1000 T fresh matter,2013,13.773312
Bulgaria,Apples,"Residues, Non-Used",Version 4,1000 T other components dry matter,2000,0.620389638338984
Bulgaria,Apples,"Residues, Non-Used",Version 4,1000 T other components dry matter,2001,0.29777413253608
Bulgaria,Apples,"Residues, Non-Used",Version 4,1000 T other components dry matter,2002,0.184179692840216
Bulgaria,Apples,"Residues, Non-Used",Version 4,1000 T other components dry matter,2003,0.267529092617056
Bulgaria,Apples,"Residues, Non-Used",Version 4,1000 T other components dry matter,2004,0.274648439264664
Bulgaria,Apples,"Residues, Non-Used",Version 4,1000 T other components dry matter,2005,0.18217839951224
Bulgaria,Apples,"Residues, Non-Used",Version 4,1000 T other components dry matter,2006,0.183559239508544
Bulgaria,Apples,"Residues, Non-Used",Version 4,1000 T other components dry matter,2007,0.18242253284492
Bulgaria,Apples,"Residues, Non-Used",Version 4,1000 T other components dry matter,2008,0.163841666228
Bulgaria,Apples,"Residues, Non-Used",Version 4,1000 T other components dry matter,2009,0.247198812671488
Bulgaria,Apples,"Residues, Non-Used",Version 4,1000 T other components dry matter,2010,0.30143413252628
Bulgaria,Apples,"Residues, Non-Used",Version 4,1000 T other components dry matter,2011,0.281759039245624
Bulgaria,Apples,"Residues, Non-Used",Version 4,1000 T other components dry matter,2012,0.215727359422416
Bulgaria,Apples,"Residues, Non-Used",Version 4,1000 T other components dry matter,2013,0.381061812313088
Bulgaria,Apples,"Residues, Non-Used",Version 4,1000 T protein dry matter,2000,0.119593281661016
Bulgaria,Apples,"Residues, Non-Used",Version 4,1000 T protein dry matter,2001,0.05740226746392
Bulgaria,Apples,"Residues, Non-Used",Version 4,1000 T protein dry matter,2002,0.035504387159784
Bulgaria,Apples,"Residues, Non-Used",Version 4,1000 T protein dry matter,2003,0.051572187382944
Bulgaria,Apples,"Residues, Non-Used",Version 4,1000 T protein dry matter,2004,0.052943880735336
Bulgaria,Apples,"Residues, Non-Used",Version 4,1000 T protein dry matter,2005,0.03511880048776
Bulgaria,Apples,"Residues, Non-Used",Version 4,1000 T protein dry matter,2006,0.035384480491456
Bulgaria,Apples,"Residues, Non-Used",Version 4,1000 T protein dry matter,2007,0.03516606715508
Bulgaria,Apples,"Residues, Non-Used",Version 4,1000 T protein dry matter,2008,0.031584333772
Bulgaria,Apples,"Residues, Non-Used",Version 4,1000 T protein dry matter,2009,0.047652627328512
Bulgaria,Apples,"Residues, Non-Used",Version 4,1000 T protein dry matter,2010,0.05810826747372
Bulgaria,Apples,"Residues, Non-Used",Version 4,1000 T protein dry matter,2011,0.054315080754376
Bulgaria,Apples,"Residues, Non-Used",Version 4,1000 T protein dry matter,2012,0.041585720577584
Bulgaria,Apples,"Residues, Non-Used",Version 4,1000 T protein dry matter,2013,0.073457627686912
Bulgaria,Apples,"Residues, Non-Used",Version 4,1000 T sugar and starch dry matter,2000,3.35608291833898
Bulgaria,Apples,"Residues, Non-Used",Version 4,1000 T sugar and starch dry matter,2001,1.61085073253608
Bulgaria,Apples,"Residues, Non-Used",Version 4,1000 T sugar and starch dry matter,2002,0.996343412840216
Bulgaria,Apples,"Residues, Non-Used",Version 4,1000 T sugar and starch dry matter,2003,1.44723861261706
Bulgaria,Apples,"Residues, Non-Used",Version 4,1000 T sugar and starch dry matter,2004,1.48574631926466
Bulgaria,Apples,"Residues, Non-Used",Version 4,1000 T sugar and starch dry matter,2005,0.98551919951224
Bulgaria,Apples,"Residues, Non-Used",Version 4,1000 T sugar and starch dry matter,2006,0.992986719508544
Bulgaria,Apples,"Residues, Non-Used",Version 4,1000 T sugar and starch dry matter,2007,0.98683893284492
Bulgaria,Apples,"Residues, Non-Used",Version 4,1000 T sugar and starch dry matter,2008,0.886325666228
Bulgaria,Apples,"Residues, Non-Used",Version 4,1000 T sugar and starch dry matter,2009,1.33725877267149
Bulgaria,Apples,"Residues, Non-Used",Version 4,1000 T sugar and starch dry matter,2010,1.63065173252628
Bulgaria,Apples,"Residues, Non-Used",Version 4,1000 T sugar and starch dry matter,2011,1.52421711924562
Bulgaria,Apples,"Residues, Non-Used",Version 4,1000 T sugar and starch dry matter,2012,1.16700807942242
Bulgaria,Apples,"Residues, Non-Used",Version 4,1000 T sugar and starch dry matter,2013,2.06140577231309
Bulgaria,Apples,Yield,Version 4,T/HA dry matter,2000,1.37351238712665
Bulgaria,Apples,Yield,Version 4,T/HA dry matter,2001,0.865100263317804
Bulgaria,Apples,Yield,Version 4,T/HA dry matter,2002,0.884103078982598
Bulgaria,Apples,Yield,Version 4,T/HA dry matter,2003,0.987061093247588
Bulgaria,Apples,Yield,Version 4,T/HA dry matter,2004,1.07191836734694
Bulgaria,Apples,Yield,Version 4,T/HA dry matter,2005,0.96903393287595
Bulgaria,Apples,Yield,Version 4,T/HA dry matter,2006,0.92249474421864
Bulgaria,Apples,Yield,Version 4,T/HA dry matter,2007,0.96141833547676
Bulgaria,Apples,Yield,Version 4,T/HA dry matter,2008,0.87037037037037
Bulgaria,Apples,Yield,Version 4,T/HA dry matter,2009,1.36631984585742
Bulgaria,Apples,Yield,Version 4,T/HA dry matter,2010,1.6505058217217
Bulgaria,Apples,Yield,Version 4,T/HA dry matter,2011,1.46132706563009
Bulgaria,Apples,Yield,Version 4,T/HA dry matter,2012,1.18234619793657
Bulgaria,Apples,Yield,Version 4,T/HA dry matter,2013,2.27780787664096
Bulgaria,Apples,Yield,Version 4,T/HA fresh matter,2000,6.86756193563325
Bulgaria,Apples,Yield,Version 4,T/HA fresh matter,2001,4.32550131658902
Bulgaria,Apples,Yield,Version 4,T/HA fresh matter,2002,4.42051539491299
Bulgaria,Apples,Yield,Version 4,T/HA fresh matter,2003,4.93530546623794
Bulgaria,Apples,Yield,Version 4,T/HA fresh matter,2004,5.35959183673469
Bulgaria,Apples,Yield,Version 4,T/HA fresh matter,2005,4.84516966437975
Bulgaria,Apples,Yield,Version 4,T/HA fresh matter,2006,4.6124737210932
Bulgaria,Apples,Yield,Version 4,T/HA fresh matter,2007,4.8070916773838
Bulgaria,Apples,Yield,Version 4,T/HA fresh matter,2008,4.35185185185185
Bulgaria,Apples,Yield,Version 4,T/HA fresh matter,2009,6.83159922928709
Bulgaria,Apples,Yield,Version 4,T/HA fresh matter,2010,8.25252910860851
Bulgaria,Apples,Yield,Version 4,T/HA fresh matter,2011,7.30663532815043
Bulgaria,Apples,Yield,Version 4,T/HA fresh matter,2012,5.91173098968284
Bulgaria,Apples,Yield,Version 4,T/HA fresh matter,2013,11.3890393832048
Bulgaria,Apricots,"Domestic Extraction, Total",Version 4,1000 T dry matter,2000,3.25376
Bulgaria,Apricots,"Domestic Extraction, Total",Version 4,1000 T dry matter,2001,2.160896
Bulgaria,Apricots,"Domestic Extraction, Total",Version 4,1000 T dry matter,2002,1.064704
Bulgaria,Apricots,"Domestic Extraction, Total",Version 4,1000 T dry matter,2003,4.742912
Bulgaria,Apricots,"Domestic Extraction, Total",Version 4,1000 T dry matter,2004,4.725248
Bulgaria,Apricots,"Domestic Extraction, Total",Version 4,1000 T dry matter,2005,2.718976
Bulgaria,Apricots,"Domestic Extraction, Total",Version 4,1000 T dry matter,2006,3.401216
Bulgaria,Apricots,"Domestic Extraction, Total",Version 4,1000 T dry matter,2007,2.12736
Bulgaria,Apricots,"Domestic Extraction, Total",Version 4,1000 T dry matter,2008,3.316992
Bulgaria,Apricots,"Domestic Extraction, Total",Version 4,1000 T dry matter,2009,1.937408
Bulgaria,Apricots,"Domestic Extraction, Total",Version 4,1000 T dry matter,2010,2.966272
Bulgaria,Apricots,"Domestic Extraction, Total",Version 4,1000 T dry matter,2011,3.054336
Bulgaria,Apricots,"Domestic Extraction, Total",Version 4,1000 T dry matter,2012,2.610176
Bulgaria,Apricots,"Domestic Extraction, Total",Version 4,1000 T dry matter,2013,4.607744
Bulgaria,Apricots,"Domestic Extraction, Total",Version 4,1000 T fresh matter,2000,16.2688
Bulgaria,Apricots,"Domestic Extraction, Total",Version 4,1000 T fresh matter,2001,10.80448
Bulgaria,Apricots,"Domestic Extraction, Total",Version 4,1000 T fresh matter,2002,5.32352
Bulgaria,Apricots,"Domestic Extraction, Total",Version 4,1000 T fresh matter,2003,23.71456
Bulgaria,Apricots,"Domestic Extraction, Total",Version 4,1000 T fresh matter,2004,23.62624
Bulgaria,Apricots,"Domestic Extraction, Total",Version 4,1000 T fresh matter,2005,13.59488
Bulgaria,Apricots,"Domestic Extraction, Total",Version 4,1000 T fresh matter,2006,17.00608
Bulgaria,Apricots,"Domestic Extraction, Total",Version 4,1000 T fresh matter,2007,10.6368
Bulgaria,Apricots,"Domestic Extraction, Total",Version 4,1000 T fresh matter,2008,16.58496
Bulgaria,Apricots,"Domestic Extraction, Total",Version 4,1000 T fresh matter,2009,9.68704
Bulgaria,Apricots,"Domestic Extraction, Total",Version 4,1000 T fresh matter,2010,14.83136
Bulgaria,Apricots,"Domestic Extraction, Total",Version 4,1000 T fresh matter,2011,15.27168
Bulgaria,Apricots,"Domestic Extraction, Total",Version 4,1000 T fresh matter,2012,13.05088
Bulgaria,Apricots,"Domestic Extraction, Total",Version 4,1000 T fresh matter,2013,23.03872
Bulgaria,Apricots,Harvested Area,Version 4,1000 HA,2000,5.606
Bulgaria,Apricots,Harvested Area,Version 4,1000 HA,2001,4.942
Bulgaria,Apricots,Harvested Area,Version 4,1000 HA,2002,4.607
Bulgaria,Apricots,Harvested Area,Version 4,1000 HA,2003,8.461
Bulgaria,Apricots,Harvested Area,Version 4,1000 HA,2004,8.151
Bulgaria,Apricots,Harvested Area,Version 4,1000 HA,2005,7.34
Bulgaria,Apricots,Harvested Area,Version 4,1000 HA,2006,6.857
Bulgaria,Apricots,Harvested Area,Version 4,1000 HA,2007,7.092
Bulgaria,Apricots,Harvested Area,Version 4,1000 HA,2008,7
Bulgaria,Apricots,Harvested Area,Version 4,1000 HA,2009,7.2
Bulgaria,Apricots,Harvested Area,Version 4,1000 HA,2010,7.178
Bulgaria,Apricots,Harvested Area,Version 4,1000 HA,2011,6.686
Bulgaria,Apricots,Harvested Area,Version 4,1000 HA,2012,4.693
Bulgaria,Apricots,Harvested Area,Version 4,1000 HA,2013,2.319
Bulgaria,Apricots,Production,Version 4,1000 T cellulose dry matter,2000,0.169466667514
Bulgaria,Apricots,Production,Version 4,1000 T cellulose dry matter,2001,0.1125466672294
Bulgaria,Apricots,Production,Version 4,1000 T cellulose dry matter,2002,0.0554533336106
Bulgaria,Apricots,Production,Version 4,1000 T cellulose dry matter,2003,0.2470266679018
Bulgaria,Apricots,Production,Version 4,1000 T cellulose dry matter,2004,0.2461066678972
Bulgaria,Apricots,Production,Version 4,1000 T cellulose dry matter,2005,0.1416133340414
Bulgaria,Apricots,Production,Version 4,1000 T cellulose dry matter,2006,0.1771466675524
Bulgaria,Apricots,Production,Version 4,1000 T cellulose dry matter,2007,0.110800000554
Bulgaria,Apricots,Production,Version 4,1000 T cellulose dry matter,2008,0.1727600008638
Bulgaria,Apricots,Production,Version 4,1000 T cellulose dry matter,2009,0.1009066671712
Bulgaria,Apricots,Production,Version 4,1000 T cellulose dry matter,2010,0.1544933341058
Bulgaria,Apricots,Production,Version 4,1000 T cellulose dry matter,2011,0.1590800007954
